Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
CGE	0.012224468429713082	0.17275686145356306	0.028926156496570515	14.132055102997866	2.3662506605409455	1.0054931226544341e-07	8.917990499362235e-08	4.7336417344911365e-08	1.8839597501395855
LGE	0.013713440624549688	0.21288465774375342	0.032877734422797456	15.523796220960703	2.3974825372372273	3.1476759715691993e-09	1.1908663962060086e-07	4.7343579279604304e-08	2.51537043528738
MGE	0.017842671198671264	0.24892321504129722	0.02906797445701462	13.95100611728105	1.629126834953911	1.006450524515073e-14	1.1975894567636546e-07	4.230826037094113e-08	2.830627982015075
progenitor	0.01590814806315349	0.16681736872510483	0.03302726774462924	10.486284642490086	2.076122727391953	1.3748422786860767e-05	7.850629686610105e-11	4.805191374194923e-08	0.0016337808580881808
